player_id,match_id,minutes_played,rpe,session_load,stress_level,reaction_time_ms,sleep_duration,sleep_quality,recovery_score
P013,M026,72,5.25,378.0,0.0,250.77,7.87,84.19,75.66
P013,M027,57,5.79,330.03,0.0,259.15,7.57,81.51,77.43
P013,M028,57,6.33,360.81,0.0,260.2,7.59,83.91,78.06
P013,M029,67,5.83,390.61,0.0,254.71,7.67,83.76,78.31
P013,M030,77,6.21,478.17,0.0,253.76,7.87,88.07,78.67
P014,M001,60,6.57,394.2,0.0,245.33,7.87,89.34,70.61
P014,M002,44,6.73,296.12,0.0,246.3,7.67,87.53,71.5
P014,M003,70,6.02,421.4,0.0,242.99,7.68,85.02,71.19
P014,M004,69,5.56,383.64,0.0,238.92,7.92,86.59,75.26
P014,M005,79,5.37,424.23,0.0,246.09,7.56,80.02,69.69
P014,M006,83,5.87,487.21,0.0,244.92,8.01,87.88,67.91
P014,M007,78,5.33,415.74,0.0,243.64,7.79,83.1,69.77
P014,M008,57,5.45,310.65,0.0,243.94,7.49,80.02,73.27
P014,M009,73,6.15,448.95,0.0,250.92,7.64,83.61,70.93
P014,M010,81,5.49,444.69,0.0,249.93,7.82,82.95,70.19
P014,M011,77,5.66,435.82,0.0,245.54,7.75,83.77,70.96
P014,M012,71,4.87,345.77,0.0,251.54,7.81,79.74,71.8
P014,M013,71,6.12,434.52,0.0,246.68,7.81,86.26,72.08
P014,M014,62,5.38,333.56,0.0,249.45,7.91,83.63,67.88
P014,M015,61,6.55,399.55,0.0,250.98,7.58,84.74,72.52
P014,M016,72,6.05,435.6,0.0,245.04,7.8,86.19,72.31
P014,M017,63,6.67,420.21,0.0,249.7,7.82,88.4,70.17
P014,M018,63,6.41,403.83,0.0,246.83,7.93,89.08,72.69
P014,M019,75,5.77,432.75,0.0,247.73,7.96,86.3,69.14
P014,M020,82,5.71,468.22,0.0,249.15,7.53,80.74,73.54
P014,M021,67,6.44,431.48,0.0,246.23,7.62,85.62,70.37
P014,M022,48,6.42,308.16,0.0,247.66,7.74,86.67,71.91
P014,M023,61,5.68,346.48,0.0,249.07,7.61,81.49,70.03
P014,M024,75,6.21,465.75,0.0,246.22,7.57,83.92,74.45
P014,M025,81,6.44,521.64,0.0,242.37,7.69,87.28,66.34
P014,M026,56,5.6,313.6,0.0,247.13,7.87,84.56,73.11
P014,M027,80,7.1,568.0,0.0,244.73,7.75,90.6,71.85
P014,M028,63,4.27,269.01,0.0,245.21,7.53,74.81,73.54
P014,M029,79,5.64,445.56,0.0,243.5,7.76,84.09,72.24
P014,M030,65,6.98,453.7,0.0,246.88,7.69,88.78,69.48
P015,M001,77,6.07,467.39,0.0,227.23,8.86,88.48,67.6
P015,M002,76,6.57,499.32,0.0,231.14,8.87,90.0,68.39
P015,M003,80,5.33,426.4,0.0,226.51,9.05,85.26,67.32
P015,M004,64,5.69,364.16,0.0,229.44,8.65,86.33,70.59
P015,M005,66,5.78,381.48,0.0,226.75,8.81,87.24,66.99
P015,M006,88,5.6,492.8,0.0,231.17,8.83,85.89,63.86
P015,M007,73,5.4,394.2,0.0,231.11,8.92,84.65,68.59
P015,M008,58,6.26,363.08,0.0,231.6,9.03,88.5,70.53
P015,M009,72,6.29,452.88,0.0,228.79,9.02,89.16,68.23
P015,M010,75,6.21,465.75,0.0,231.35,9.05,88.31,65.63
P015,M011,73,6.13,447.49,0.0,227.13,8.99,88.74,70.98
P015,M012,69,6.29,434.01,0.0,230.02,8.88,88.92,68.31
P015,M013,69,5.91,407.79,0.0,228.55,8.89,87.49,67.12
P015,M014,60,5.49,329.4,0.0,224.8,8.97,86.32,66.12
P015,M015,71,5.47,388.37,0.0,221.64,9.06,86.83,68.54
P015,M016,61,5.29,322.69,0.0,227.86,9.23,84.82,69.84
P015,M017,77,6.4,492.8,0.0,233.05,8.82,88.85,71.05
P015,M018,62,5.76,357.12,0.0,228.92,8.86,86.73,69.02
P015,M019,72,5.94,427.68,0.0,227.95,9.27,87.73,70.53
P015,M020,86,5.93,509.98,0.0,229.86,9.01,87.52,68.4
P015,M021,77,6.05,465.85,0.0,223.98,8.98,89.0,65.49
P015,M022,64,5.57,356.48,0.0,231.9,8.83,85.28,65.28
P015,M023,60,6.3,378.0,0.0,234.35,8.77,88.13,67.83
P015,M024,59,6.49,382.91,0.0,232.38,8.67,89.4,67.72
P015,M025,80,5.47,437.6,0.0,226.86,8.89,85.84,64.85
P015,M026,67,6.13,410.71,0.0,234.74,9.16,87.28,69.48
P015,M027,74,5.81,429.94,0.0,223.05,8.83,88.12,65.94
P015,M028,64,6.16,394.24,0.0,228.29,8.87,88.65,66.57
P015,M029,68,5.74,390.32,0.0,235.22,9.25,85.4,69.33
P015,M030,70,5.38,376.6,0.0,229.75,9.02,84.85,69.26
P016,M001,70,6.23,436.1,0.0,251.07,8.25,88.08,62.08
P016,M002,67,6.23,417.41,0.0,241.32,8.43,89.96,65.85
P016,M003,67,7.55,505.85,0.0,248.85,8.31,94.49,61.96
P016,M004,65,6.01,390.65,0.0,242.32,8.2,88.78,65.58
P016,M005,57,6.52,371.64,0.0,244.59,8.06,90.64,61.55
P016,M006,88,6.11,537.68,0.0,250.61,8.4,87.9,61.82
P016,M007,59,5.95,351.05,0.0,247.63,8.14,87.47,62.25
P016,M008,69,6.03,416.07,0.0,249.65,8.35,87.41,60.07
P016,M009,71,5.54,393.34,0.0,248.55,8.49,85.39,62.26
P016,M010,61,5.81,354.41,0.0,245.67,8.32,87.18,60.84
P016,M011,67,6.43,430.81,0.0,248.38,8.53,89.49,60.96
P016,M012,72,5.93,426.96,0.0,248.62,8.19,87.19,60.64
P016,M013,92,4.38,402.96,0.0,253.44,8.18,79.45,64.8
P016,M014,90,5.76,518.4,0.0,250.15,8.51,86.47,59.59
P016,M015,85,5.98,508.3,0.0,243.11,8.34,88.66,65.7
P016,M016,76,7.22,548.72,0.0,244.94,8.58,93.75,61.92
P016,M017,70,4.97,347.9,0.0,247.2,8.29,83.07,61.53
P016,M018,72,6.06,436.32,0.0,244.94,8.17,88.49,64.79
P016,M019,67,6.42,430.14,0.0,249.6,8.13,89.22,61.52
P016,M020,75,5.7,427.5,0.0,244.6,8.27,86.92,61.9
P016,M021,63,6.42,404.46,0.0,245.0,8.48,90.1,59.61
P016,M022,76,6.33,481.08,0.0,248.88,8.27,88.96,62.87
P016,M023,64,5.22,334.08,0.0,245.26,8.31,84.62,65.55
P016,M024,61,5.56,339.16,0.0,248.97,8.22,85.4,64.21
P016,M025,67,5.34,357.78,0.0,247.13,8.12,84.78,61.5
P016,M026,69,6.21,428.49,0.0,240.7,8.41,90.0,61.57
P016,M027,52,5.86,304.72,0.0,239.91,8.05,88.54,63.03
P016,M028,77,7.12,548.24,0.0,252.21,8.13,91.95,63.19
P016,M029,59,6.1,359.9,0.0,240.68,8.23,89.51,59.86
P016,M030,62,6.08,376.96,0.0,241.91,8.25,89.15,65.23
P017,M001,57,5.83,332.31,0.0,181.06,7.13,77.12,87.65
P017,M002,70,5.85,409.5,0.0,179.23,7.08,76.97,88.81
P017,M003,54,5.24,282.96,0.0,180.91,6.91,71.9,86.03
P017,M004,75,5.39,404.25,0.0,188.13,7.08,73.19,86.71
P017,M005,69,6.2,427.8,0.0,181.7,7.03,77.48,86.04
P017,M006,65,5.25,341.25,0.0,179.83,7.08,74.25,87.74
P017,M007,61,5.84,356.24,0.0,183.82,7.01,75.2,87.69
P017,M008,75,5.23,392.25,0.0,178.16,7.1,74.69,89.04
P017,M009,72,6.32,455.04,0.0,175.84,7.35,83.03,86.31
P017,M010,72,4.75,342.0,0.0,175.0,7.05,72.86,89.18
P017,M011,74,5.82,430.68,0.0,175.05,7.07,77.62,86.17
P017,M012,73,5.8,423.4,0.0,183.8,7.18,77.17,85.39
P017,M013,78,6.35,495.3,0.0,194.21,7.21,77.91,86.68
P017,M014,61,4.4,268.4,0.0,178.83,7.05,70.08,86.93
P017,M015,65,5.86,380.9,0.0,184.79,6.91,74.0,85.61
P017,M016,73,5.61,409.53,0.0,181.28,7.35,78.79,87.09
P017,M017,70,5.2,364.0,0.0,179.02,7.17,75.2,88.99
P017,M018,74,5.59,413.66,0.0,183.48,6.96,73.56,87.24
P017,M019,67,5.71,382.57,0.0,185.32,7.0,74.31,87.1
P017,M020,54,7.11,383.94,0.0,184.97,7.05,81.3,85.08
P017,M021,72,5.75,414.0,0.0,180.0,7.35,79.63,88.06
P017,M022,63,5.82,366.66,0.0,184.31,7.14,76.55,86.26
P017,M023,60,6.59,395.4,0.0,180.4,6.97,78.83,91.05
P017,M024,74,6.17,456.58,0.0,181.7,6.99,76.93,84.61
P017,M025,62,5.69,352.78,0.0,178.27,6.99,75.36,84.12
P017,M026,71,5.52,391.92,0.0,180.27,6.99,74.25,88.68
P017,M027,68,5.44,369.92,0.0,183.64,7.16,75.24,84.1
P017,M028,55,5.11,281.05,0.0,186.98,7.06,71.94,84.53
P017,M029,51,7.24,369.24,0.0,184.65,7.26,84.46,86.16
P017,M030,71,6.09,432.39,0.0,177.88,7.38,81.98,83.24
P018,M001,61,6.2,378.2,0.0,231.7,6.37,69.56,63.24
P018,M002,72,6.53,470.16,0.0,244.02,6.6,71.47,66.84
P018,M003,53,6.53,346.09,0.0,232.13,6.55,73.2,65.28
P018,M004,74,5.21,385.54,0.0,227.77,6.73,70.14,61.55
P018,M005,71,5.22,370.62,0.0,236.84,6.76,68.83,64.41
P018,M006,59,6.16,363.44,0.0,232.18,6.7,73.23,63.16
P018,M007,69,5.49,378.81,0.0,234.6,6.43,66.59,62.17
P018,M008,52,5.59,290.68,0.0,228.12,6.65,70.94,63.84
P018,M009,81,6.29,509.49,0.0,228.81,6.69,74.51,63.53
P018,M010,73,5.73,418.29,0.0,236.52,6.35,66.32,62.49
P018,M011,73,6.1,445.3,0.0,232.76,6.56,71.18,64.9
P018,M012,68,6.57,446.76,0.0,234.57,6.67,74.33,65.95
P018,M013,66,6.14,405.24,0.0,234.14,6.65,72.24,62.76
P018,M014,66,4.88,322.08,0.0,231.78,6.48,64.92,65.22
P018,M015,70,5.25,367.5,0.0,234.1,6.56,67.1,66.22
P018,M016,65,6.04,392.6,0.35,243.03,6.04,56.15,57.78
P018,M017,56,7.13,399.28,0.6,252.7,5.64,49.24,49.39
P018,M018,79,7.39,583.81,0.85,263.16,5.0,35.45,40.75
P018,M019,93,7.34,682.62,1.0,269.98,5.0,35.0,36.14
P018,M020,67,6.07,406.69,0.0,231.54,6.41,69.5,64.43
P018,M021,78,6.21,484.38,0.0,233.45,6.77,74.16,62.51
P018,M022,50,6.75,337.5,0.0,237.28,6.49,72.41,66.71
P018,M023,56,5.83,326.48,0.0,235.43,6.49,68.64,62.5
P018,M024,79,5.58,440.82,0.0,230.31,6.39,67.35,66.54
P018,M025,64,5.94,380.16,0.0,232.69,6.64,71.42,65.2
P018,M026,54,5.54,299.16,0.0,232.83,6.47,67.52,64.53
P018,M027,66,6.13,404.58,0.0,230.25,6.66,73.04,63.2
P018,M028,65,5.51,358.15,0.0,232.46,6.62,69.3,65.71
P018,M029,63,5.92,372.96,0.0,238.93,6.56,69.24,62.22
P018,M030,61,6.16,375.76,0.0,234.46,6.22,67.08,66.99
P019,M001,60,5.6,336.0,0.0,248.06,7.51,79.73,83.7
P019,M002,69,7.05,486.45,0.0,245.6,7.22,83.28,81.83
P019,M003,66,7.35,485.1,0.0,247.7,7.39,86.31,81.41
P019,M004,79,6.99,552.21,0.0,250.1,7.86,89.84,82.51
P019,M005,64,5.78,369.92,0.0,249.98,7.25,76.99,80.53
P019,M006,78,7.26,566.28,0.0,248.01,7.49,87.09,82.83
P019,M007,59,6.46,381.14,0.0,247.49,7.54,84.04,83.16
P019,M008,81,6.24,505.44,0.0,242.1,7.67,85.72,81.66
P019,M009,62,6.32,391.84,0.0,239.55,7.42,83.59,83.65
P019,M010,66,5.74,378.84,0.0,246.4,7.54,80.95,82.07
P019,M011,61,4.93,300.73,0.0,238.8,7.27,75.57,83.39
P019,M012,64,5.25,336.0,0.0,239.21,7.26,76.78,83.35
P019,M013,77,6.68,514.36,0.0,245.77,7.51,85.08,82.05
P019,M014,71,5.4,383.4,0.0,249.52,7.63,79.92,80.77
P019,M015,66,5.4,356.4,0.0,245.53,7.23,75.96,79.15
P019,M016,78,6.55,510.9,0.0,244.92,7.41,83.48,82.7
P019,M017,87,6.05,526.35,0.0,251.16,7.39,80.01,81.12
P019,M018,55,5.85,321.75,0.0,244.78,7.49,81.25,78.54
P019,M019,56,5.62,314.72,0.0,245.21,7.67,82.31,85.56
P019,M020,68,5.84,397.12,0.0,245.04,7.43,80.42,79.0
P019,M021,67,5.54,371.18,0.0,243.11,7.68,82.45,80.8
P019,M022,68,6.49,441.32,0.0,245.0,7.35,82.46,83.72
P019,M023,51,6.37,324.87,0.0,243.68,7.47,83.53,80.5
P019,M024,66,6.34,418.44,0.0,251.09,7.35,80.51,79.77
P019,M025,62,6.08,376.96,0.0,240.27,7.31,81.0,83.64
P019,M026,66,6.37,420.42,0.0,244.49,7.61,85.04,81.94
P019,M027,61,5.77,351.97,0.0,242.22,7.6,82.73,82.22
P019,M028,59,6.38,376.42,0.0,244.58,7.47,83.49,81.23
P019,M029,75,6.08,456.0,0.0,237.93,7.31,81.52,83.51
P019,M030,55,5.77,317.35,0.0,246.34,7.59,81.81,82.77
P020,M001,59,7.0,413.0,0.0,242.22,8.87,92.5,72.56
P020,M002,75,6.57,492.75,0.0,245.39,9.12,89.94,71.73
P020,M003,59,6.34,374.06,0.0,242.39,8.8,89.46,67.69
P020,M004,62,5.66,350.92,0.0,241.55,8.96,86.55,68.41
P020,M005,74,6.61,489.14,0.0,243.11,8.86,90.56,71.09
P020,M006,59,5.34,315.06,0.0,237.1,8.8,85.96,69.52
P020,M007,75,5.71,428.25,0.0,248.23,8.59,85.46,70.04
P020,M008,84,5.51,462.84,0.0,241.28,8.47,86.11,69.1
P020,M009,58,6.47,375.26,0.0,243.37,8.59,89.85,71.26
P020,M010,78,5.78,450.84,0.0,241.65,8.91,87.08,69.61
P020,M011,66,5.71,376.86,0.0,237.98,8.83,87.45,69.39
P020,M012,71,6.71,476.41,0.0,246.13,8.65,90.43,70.0
P020,M013,61,6.08,370.88,0.0,237.6,8.83,89.24,67.94
P020,M014,71,5.66,401.86,0.0,240.4,8.97,86.76,70.62
P020,M015,65,5.63,365.95,0.0,242.12,9.28,86.29,71.3
P020,M016,64,6.0,384.0,0.0,242.74,8.75,87.83,73.29
P020,M017,67,5.18,347.06,0.0,242.35,8.84,84.19,73.63
P020,M018,70,6.42,449.4,0.0,238.57,8.87,90.57,70.61
P020,M019,66,6.17,407.22,0.0,239.37,8.87,89.28,69.78
P020,M020,83,6.83,566.89,0.35,252.98,8.36,83.38,61.68
P020,M021,65,6.32,410.8,0.6,254.3,7.61,70.73,54.1
P020,M022,66,6.72,443.52,0.85,270.0,7.77,66.39,51.7
P020,M023,80,7.74,619.2,1.0,283.22,7.17,56.97,44.88
P020,M024,74,6.28,464.72,0.0,239.2,8.81,89.84,70.89
P020,M025,62,6.41,397.42,0.0,246.62,8.78,88.96,70.49
P020,M026,62,6.0,372.0,0.0,246.94,8.98,87.02,69.3
P020,M027,57,6.79,387.03,0.0,243.59,8.94,91.3,66.52
P020,M028,67,6.27,420.09,0.0,245.93,8.97,88.46,71.01
P020,M029,69,5.48,378.12,0.0,246.42,8.65,84.79,74.29
P020,M030,75,6.29,471.75,0.0,243.41,8.66,89.06,72.61
